Index,X Axis,ONOISE,INOISE
82,6.456542290346533,7.019815083668595E-5,4.756559193506426E-11
83,6.606934480075937,6.848837259042657E-5,4.640725395414472E-11
84,6.760829753919794,6.682030191914885E-5,4.5277176103904996E-11
85,6.91830970918934,6.519291943399149E-5,4.417466775713827E-11
86,7.079457843841354,6.360523069252317E-5,4.3099055191425435E-11
87,7.244359600749875,6.205626558740158E-5,4.20496811747179E-11
88,7.413102413009148,6.054507775716186E-5,4.1025904561094485E-11
89,7.58577575029181,5.9070743996652814E-5,4.0027099896442386E-11
90,7.762471166286888,5.7632363690973747E-5,3.9052657033818044E-11
91,7.943282347242785,5.622905826312454E-5,3.810198075824991E-11
92,8.128305161640961,5.485997063375161E-5,3.717449042075101E-11
93,8.317637711026679,5.352426469289117E-5,3.626961958131552E-11
94,8.51138038202373,5.222112478852822E-5,3.538681566067728E-11
95,8.709635899560771,5.09497552213923E-5,3.452553960061638E-11
96,8.91250938133742,4.970937975611565E-5,3.368526553260242E-11
97,9.120108393559061,4.8499241151237106E-5,3.286548045457041E-11
98,9.332543007969873,4.731860068426849E-5,3.206568391562908E-11
99,9.54992586021432,4.616673770259455E-5,3.1285387708506725E-11
100,9.772372209558066,4.5042949180588566E-5,3.052411556954432E-11
101,9.999999999999957,4.394654928552228E-5,2.978140288605078E-11
102,10.232929922807497,4.2876868959436606E-5,2.9056796410838867E-11
103,10.471285480508948,4.1833255506943766E-5,2.8349853983766087E-11
104,10.715193052376017,4.081507219038212E-5,2.7660144260107568E-11
105,10.9647819614318,3.982169784476292E-5,2.6987246445593887E-11
106,11.220184543019583,3.88525264932104E-5,2.6330750037949464E-11
107,11.481536214968775,3.790696697307568E-5,2.5690254574772124E-11
108,11.748975549395242,3.698444257841224E-5,2.50653693875979E-11
109,12.022644346174074,3.6084390698657775E-5,2.4455713361999312E-11
110,12.302687708123758,3.520626247864499E-5,2.3860914703568655E-11
111,12.589254117941614,3.434952248065224E-5,2.3280610709641736E-11
112,12.882495516931279,3.351364835326633E-5,2.2714447546621476E-11
113,13.182567385564008,3.269813051328276E-5,2.2162080032763192E-11
114,13.489628825916471,3.190247183210331E-5,2.1623171426287674E-11
115,13.803842646028782,3.11261873291836E-5,2.109739321869156E-11
116,14.125375446227475,3.0368803877469217E-5,2.058442493312655E-11
117,14.454397707459204,2.96298599115034E-5,2.008395392772389E-11
118,14.791083881682,2.8908905141504166E-5,1.959567520374177E-11
119,15.135612484362007,2.820550028276128E-5,1.9119291218417928E-11
120,15.488166189124735,2.751921678062052E-5,1.865451170241155E-11
121,15.848931924611055,2.6849636552350954E-5,1.8201053481721615E-11
122,16.21810097358922,2.6196351725519767E-5,1.7758640303972246E-11
123,16.59586907437552,2.5558964393031933E-5,1.7327002668957396E-11
124,16.982436524617356,2.4937086365925393E-5,1.6905877663340323E-11
125,17.378008287493664,2.433033893488706E-5,1.6495008799406245E-11
126,17.782794100389133,2.373835264159273E-5,1.6094145857768005E-11
127,18.197008586099738,2.316076704758741E-5,1.570304473392824E-11
128,18.620871366628574,2.2597230517361124E-5,1.532146728860319E-11
129,19.054607179632367,2.2047399999513456E-5,1.4949181201715624E-11
130,19.498445997580347,2.151094081924357E-5,1.4585959829967072E-11
131,19.952623149688687,2.0987526470657103E-5,1.42315820679013E-11
132,20.41737944669518,2.047683841977462E-5,1.3885832212373468E-11
133,20.892961308540276,1.997856590541072E-5,1.3548499830341283E-11
134,21.3796208950222,1.949240575274589E-5,1.3219379629896502E-11
