Index,X Axis,V(OUT),V(INP)
57,4.00034750027664E-5,0.800867732508672,0.2
58,4.000493297001691E-5,0.8009329915707446,0.2
59,4.0007848904517914E-5,0.8010632644781196,0.2
60,4.0013680773519925E-5,0.8012090187042143,0.2
61,4.0025344511523954E-5,0.8006797973595919,0.2
62,4.004867198753201E-5,0.796374251252394,0.2
63,4.0095326939548135E-5,0.7783485217554093,0.2
64,4.0188636843580375E-5,0.7223977651258933,0.2
65,4.037525665164486E-5,0.5812820755859058,0.2
66,4.0720528298034107E-5,0.31321616930457846,0.2
67,4.0981157821226695E-5,0.18567002128692137,0.2
68,4.128244761350921E-5,0.17829561486136541,0.2
69,4.160816507992979E-5,0.2057020636150173,0.2
70,4.222586589693278E-5,0.1981186488036732,0.2
71,4.302626873571325E-5,0.20030681291877586,0.2
72,4.462707441327421E-5,0.20005213373836012,0.2
73,4.7828685768396134E-5,0.19977993531622792,0.2
74,5.4231908478639975E-5,0.20023392839866488,0.2
75,6.0E-5,0.1996746182035425,0.2
76,6.000018444698662E-5,0.19982481709036137,0.3106681919714902
77,6.0000359778570876E-5,0.1999592998783048,0.41586714252189266
78,6.0000710441739375E-5,0.20016100964428057,0.6262650436226977
79,6.0001000000000004E-5,0.20020442128362337,0.8
80,6.000119126263702E-5,0.20017254827569028,0.8
81,6.0001369804246094E-5,0.20014213389128713,0.8
82,6.000172688746424E-5,0.20008042002412696,0.8
83,6.000244105390052E-5,0.19995081742646045,0.8
84,6.00038693867731E-5,0.1996868390416377,0.8
85,6.000672605251823E-5,0.19920597716322283,0.8
86,6.0012439384008514E-5,0.1985583381498708,0.8
87,6.002386604698907E-5,0.19860927933123784,0.8
88,6.004671937295019E-5,0.20348162830233044,0.8
89,6.009242602487243E-5,0.2266110742139906,0.8
90,6.0183839328716897E-5,0.298239942943986,0.8
91,6.0365327936640214E-5,0.46321183176785735,0.8
92,6.051372942976132E-5,0.5931414682519481,0.8
93,6.074965192487394E-5,0.7417253642401235,0.8
94,6.0991255763449664E-5,0.7990044533927988,0.8
95,6.129921428613843E-5,0.8035486038485989,0.8
96,6.189406543128229E-5,0.8004162537129123,0.8
97,6.308376772157E-5,0.8017482043360729,0.8
98,6.54631723021454E-5,0.8008680147073005,0.8
99,7.022198146329625E-5,0.8015847181091106,0.8
100,7.97395997855979E-5,0.800940093140423,0.8
101,8.000100000000001E-5,0.8011949941510019,0.8
102,8.000118444698662E-5,0.801117626940143,0.6893318080285098
103,8.000135977857088E-5,0.801033670994445,0.5841328574781073
104,8.000171044173938E-5,0.8008495662404287,0.3737349563773023
105,8.000200000000001E-5,0.800771877216692,0.2
106,8.000219928872032E-5,0.8007823066769576,0.2
107,8.000238153796371E-5,0.800791537320255,0.2
108,8.00027460364505E-5,0.8008093514904149,0.2
109,8.000347503342408E-5,0.8008426703670164,0.2
110,8.000493302737124E-5,0.800908108416678,0.2
111,8.000784901526557E-5,0.8010387374780272,0.2
112,8.001368099105423E-5,0.8011851690529926,0.2
113,8.002534494263154E-5,0.800657114105862,0.2
114,8.004867284578616E-5,0.7963532425794752,0.2
115,8.009532865209539E-5,0.7783291864753691,0.2
116,8.018864026471384E-5,0.7223789380422375,0.2
117,8.03752634899508E-5,0.5812613836969581,0.2
118,8.072052443360223E-5,0.3132063049279684,0.2
119,8.098115564153868E-5,0.185666487142828,0.2
120,8.128243583127032E-5,0.17829702621667673,0.2
121,8.160815732496697E-5,0.2057020400691713,0.2
122,8.222588707283089E-5,0.1981184637260383,0.2
123,8.302633256121041E-5,0.20030699229895238,0.2
124,8.462722353796948E-5,0.20005198573376604,0.2
125,8.78290054914876E-5,0.19978006484614128,0.2
126,9.423256939852386E-5,0.20023380156840068,0.2
127,9.999999999999999E-5,0.199674714719566,0.2
